ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),TimeSinceStartinms,YYYY-MO-DD HH-MI-SS_SSS,Activity
-0.76274,-2.6423,0.98067,-1.9017,6.9119,-0.91378,0.22633,-0.87354,-0.63408,3046459,2021-05-02 14:22:27:15661,Walking
-1.3348,-1.8251,-1.2122,-2.0789,7.8125,-2.8654,0.83108,-0.17868,-0.98197,3046460,2021-05-02 14:22:27:15662,Walking
-2.8467,-3.1872,-3.1599,-3.0784,6.5606,-4.2078,1.4163,0.76297,-1.3152,3046461,2021-05-02 14:22:27:15663,Walking
-6.3335,-10.542,-8.1177,-4.9441,-0.91053,-6.9045,1.8121,1.4462,-1.4267,3046462,2021-05-02 14:22:27:15664,Walking
-7.7364,-17.42,-9.3436,-5.718,-8.0548,-7.2504,1.5974,0.87262,-0.87293,3046463,2021-05-02 14:22:27:15665,Walking
-5.8976,-19.477,-10.801,-5.3137,-9.8344,-9.731,0.17104,-0.96853,0.20159,3046464,2021-05-02 14:22:27:15666,Walking
-5.1076,-15.119,-7.5593,-2.6822,-6.2356,-4.1857,-1.5721,-1.106,0.63102,3046465,2021-05-02 14:22:27:15667,Walking
-3.8273,-10.869,-7.2324,-1.3561,-2.0885,-3.6315,-1.4389,-0.63102,0.478,3046466,2021-05-02 14:22:27:15668,Walking
-2.2201,-3.1735,-5.2575,0.40867,5.2907,-1.0603,-0.67684,-1.4694,-0.16524,3046467,2021-05-02 14:22:27:15669,Walking
-1.185,-8.2539,-6.8647,1.2927,0.14064,-2.4417,-0.19426,-2.1744,-0.68631,3046468,2021-05-02 14:22:27:15670,Walking
-0.16344,-12.19,-7.0553,2.0135,-3.7545,-2.5531,-0.24832,0.14203,-0.84483,3046469,2021-05-02 14:22:27:15671,Walking
-5.5707,-14.383,7.4367,-3.3441,-5.3197,10.448,-0.55894,1.5745,0.031765,3046470,2021-05-02 14:22:27:15672,Walking
-6.6059,-4.3177,3.8273,-3.8675,4.7528,6.3568,-0.41692,-0.17318,0.19334,3046471,2021-05-02 14:22:27:15673,Walking
-1.8251,-1.471,0.99429,1.5158,7.54,2.9466,-0.10629,0.89125,0.10599,3046472,2021-05-02 14:22:27:15674,Walking
0.76274,-6.8374,-1.5255,3.7727,2.2832,0.45554,1.0486,3.1652,-0.028405,3046473,2021-05-02 14:22:27:15675,Walking
3.7047,-13.634,4.9987,5.285,-3.987,5.7796,2.3488,5.1737,0.011606,3046474,2021-05-02 14:22:27:15676,Walking
2.0703,-11.686,5.4618,3.2498,-1.9515,5.5822,2.9184,5.2095,0.060476,3046475,2021-05-02 14:22:27:15677,Walking
2.7241,-11.441,2.8739,3.4878,-1.666,2.6863,3.2434,4.3561,-0.15485,3046476,2021-05-02 14:22:27:15678,Walking
5.0531,-13.498,1.2395,4.7093,-3.7036,0.88243,2.879,2.5638,-0.39126,3046477,2021-05-02 14:22:27:15679,Walking
5.1349,-14.315,1.0624,4.3667,-4.5469,0.65669,2.5357,2.2269,-0.1237,3046478,2021-05-02 14:22:27:15680,Walking
4.4266,-13.893,0.64016,3.3645,-4.1524,0.23001,1.9484,2.0748,-0.078496,3046479,2021-05-02 14:22:27:15681,Walking
1.6889,-9.0848,-0.31327,0.36571,0.62666,-0.64115,1.8011,1.5876,-0.84299,3046480,2021-05-02 14:22:27:15682,Walking
-0.095342,-7.4095,-0.17706,-1.3181,2.3164,-0.46584,2.0223,0.30452,-0.8433,3046481,2021-05-02 14:22:27:15683,Walking
-0.1362,-7.2869,-0.01362,-1.2599,2.4515,-0.28076,2.0278,-0.90286,-0.68814,3046482,2021-05-02 14:22:27:15684,Walking
-0.96704,-7.75,-3.3097,-1.7983,2.0214,-3.2967,2.0519,-2.5666,-0.41966,3046483,2021-05-02 14:22:27:15685,Walking
-1.0215,-7.5457,-5.2302,-1.6809,2.2232,-4.6787,0.98655,-1.7257,-0.50671,3046484,2021-05-02 14:22:27:15686,Walking
-0.25879,-8.1586,-0.91256,-0.69336,1.5868,0.092079,0.77855,2.7849,-0.3146,3046485,2021-05-02 14:22:27:15687,Walking
0.72188,-7.75,2.3291,0.24545,2.0222,2.9985,1.2648,3.631,-0.31765,3046486,2021-05-02 14:22:27:15688,Walking
0.77636,-7.6002,3.0918,0.25448,2.1888,3.3651,1.5437,2.5714,-0.23152,3046487,2021-05-02 14:22:27:15689,Walking
0.32689,-9.0848,1.866,-0.15901,0.70658,1.6136,1.4957,0.93798,0.11759,3046488,2021-05-02 14:22:27:15690,Walking
1.3212,-10.61,-0.64016,0.74921,-0.82149,-0.79336,1.2248,-0.5455,0.22174,3046489,2021-05-02 14:22:27:15691,Walking
1.7025,-11.713,-3.3642,1.0239,-1.9328,-3.1439,1.0153,-1.5537,0.0058032,3046490,2021-05-02 14:22:27:15692,Walking
0.64016,-11.577,-5.094,0.0073107,-1.8506,-4.0161,0.66401,-0.034819,0.059254,3046491,2021-05-02 14:22:27:15693,Walking
4.522,-11.931,-3.0918,3.5293,-2.2548,-1.8479,0.48136,1.6484,0.18326,3046492,2021-05-02 14:22:27:15694,Walking
6.456,-12.231,-1.3893,4.9559,-2.6151,-0.1835,-0.1408,2.9221,-0.13225,3046493,2021-05-02 14:22:27:15695,Walking
7.0009,-13.13,-1.0896,5.0817,-3.583,0.068287,-0.72815,2.8482,-0.57116,3046494,2021-05-02 14:22:27:15696,Walking
5.2166,-14.628,-2.1793,2.8762,-5.1691,-1.0756,0.17013,0.47953,-0.33475,3046495,2021-05-02 14:22:27:15697,Walking
3.9227,-14.315,-3.5413,1.5572,-4.8808,-2.2874,-0.68722,-1.1454,-0.36713,3046496,2021-05-02 14:22:27:15698,Walking
3.1735,-13.906,-3.6911,0.83657,-4.4857,-2.2914,-1.2349,-1.6386,-0.23854,3046497,2021-05-02 14:22:27:15699,Walking
-3.732,-11.128,-0.35413,-3.9784,-2.7323,-1.0144,-2.3482,-2.0275,0.015882,3046498,2021-05-02 14:22:27:15700,Walking
-3.0918,-10.256,2.3427,-4.1927,-0.56963,3.4059,-3.0464,0.90713,0.6127,3046499,2021-05-02 14:22:27:15701,Walking
-0.35413,-12.599,4.127,-1.3124,-2.8582,4.7371,-2.9471,1.2162,0.28436,3046500,2021-05-02 14:22:27:15702,Walking
0.61292,-16.671,2.8603,-0.22956,-6.9009,2.8331,-3.0647,-0.98991,0.27,3046501,2021-05-02 14:22:27:15703,Walking
-0.28603,-16.93,1.5527,-0.99764,-7.1503,1.412,-3.003,-3.2773,0.88911,3046502,2021-05-02 14:22:27:15704,Walking
-2.1248,-16.086,0.57205,-2.5944,-6.2916,0.40599,-2.5586,-3.6847,0.96333,3046503,2021-05-02 14:22:27:15705,Walking
-1.866,-12.286,-1.5663,-1.9386,-2.4792,-1.5654,-2.5867,-3.8262,0.54611,3046504,2021-05-02 14:22:27:15706,Walking
-0.25879,-11.645,-0.69464,-0.30568,-1.839,-0.642,-2.1793,-4.1496,0.65851,3046505,2021-05-02 14:22:27:15707,Walking
3.4187,-11.427,-2.656,3.1071,-1.6312,-2.3295,-1.138,-4.1423,0.43188,3046506,2021-05-02 14:22:27:15708,Walking
4.7671,-10.392,1.2803,4.1106,-0.6097,1.4797,-1.7052,-2.9957,-0.1127,3046507,2021-05-02 14:22:27:15709,Walking
3.9908,-7.8317,2.7649,3.056,1.9302,2.7279,-2.0989,-1.9487,-0.076969,3046508,2021-05-02 14:22:27:15710,Walking
2.4244,-4.9578,4.3177,1.0957,4.7278,3.5468,-2.1035,-3.2275,0.37751,3046509,2021-05-02 14:22:27:15711,Walking
0.38137,-4.0997,3.0782,-0.92721,5.5644,2.0471,-2.0168,-3.1738,0.38485,3046510,2021-05-02 14:22:27:15712,Walking
0.32689,-3.0646,2.833,-0.96884,6.5709,1.5492,-1.3686,-2.3543,0.18754,3046511,2021-05-02 14:22:27:15713,Walking
0.40861,-2.8603,1.9068,-0.88552,6.7137,0.22322,-0.95264,-1.9624,-0.0027489,3046512,2021-05-02 14:22:27:15714,Walking
-0.095342,-3.1599,1.6072,-1.3225,6.3994,-0.20475,-0.50855,-1.6774,-0.37141,3046513,2021-05-02 14:22:27:15715,Walking
-0.50395,-2.3155,0.77636,-1.5446,7.2378,-1.179,0.051618,-1.204,-0.6915,3046514,2021-05-02 14:22:27:15716,Walking
-1.185,-1.9613,-0.39499,-2.0158,7.6349,-2.237,0.6634,-0.58338,-1.0012,3046515,2021-05-02 14:22:27:15717,Walking
-3.9227,-4.9306,-4.1951,-3.6205,4.8521,-4.8095,1.4923,0.80298,-1.3882,3046516,2021-05-02 14:22:27:15718,Walking
-6.279,-10.161,-8.2676,-5.0518,-0.4622,-7.4918,1.5873,1.606,-1.3237,3046517,2021-05-02 14:22:27:15719,Walking
-8.826,-17.516,-9.7658,-6.789,-8.0978,-7.9427,1.4059,1.266,-0.91202,3046518,2021-05-02 14:22:27:15720,Walking
-7.1234,-19.477,-10.937,-6.451,-9.805,-10.134,0.33078,-0.74159,0.25229,3046519,2021-05-02 14:22:27:15721,Walking
-7.1507,-14.288,-8.5808,-4.3734,-5.4937,-5.2459,-1.5443,-1.27,0.69028,3046520,2021-05-02 14:22:27:15722,Walking
-4.5356,-10.637,-7.2188,-1.6931,-1.9551,-3.6542,-0.99754,-0.3937,0.3149,3046521,2021-05-02 14:22:27:15723,Walking
-1.58,-4.4811,-4.0861,1.2552,4.0473,-0.16189,-0.41447,-1.1603,-0.069639,3046522,2021-05-02 14:22:27:15724,Walking
-0.68102,-9.0303,-7.5457,1.9178,-0.56371,-3.3345,-0.21961,-1.7083,-0.55711,3046523,2021-05-02 14:22:27:15725,Walking
-0.21793,-12.544,-9.0031,2.0487,-4.1024,-4.5572,-0.90072,0.014661,-0.64904,3046524,2021-05-02 14:22:27:15726,Walking
-5.1894,-7.7091,8.54,-2.5763,1.2357,11.595,-0.54123,1.0803,0.489,3046525,2021-05-02 14:22:27:15727,Walking
-4.9306,-2.0567,4.127,-1.8929,6.9007,6.7168,-0.009163,-0.076053,0.43035,3046526,2021-05-02 14:22:27:15728,Walking
-3.7047,0.40861,-1.58,-0.27821,9.2924,4.5259,-0.20159,1.6991,0.31643,3046527,2021-05-02 14:22:27:15729,Walking
1.6072,-10.529,-3.0373,4.5215,-1.5029,-0.54432,1.6725,2.9377,-0.060781,3046528,2021-05-02 14:22:27:15730,Walking
4.4811,-14.955,3.8001,6.5176,-5.5224,5.5458,2.1304,5.4611,-0.036346,3046529,2021-05-02 14:22:27:15731,Walking
2.3972,-12.776,5.8023,3.9331,-3.134,6.7222,2.354,6.1975,-0.14508,3046530,2021-05-02 14:22:27:15732,Walking
3.2416,-11.359,1.6889,3.9648,-1.581,1.8636,3.1301,4.7562,-0.21961,3046531,2021-05-02 14:22:27:15733,Walking
4.3177,-12.844,1.2531,4.5178,-3.0394,1.2804,2.8683,3.1014,-0.219,3046532,2021-05-02 14:22:27:15734,Walking
5.0123,-13.934,1.5391,4.7057,-4.1325,1.4155,2.5867,2.5766,-0.064446,3046533,2021-05-02 14:22:27:15735,Walking
5.1894,-13.484,0.42223,4.0271,-3.7489,0.20936,2.0971,2.6008,-0.22877,3046534,2021-05-02 14:22:27:15736,Walking
3.1327,-10.692,0.054481,1.8081,-0.97717,-0.14203,1.982,2.3537,-1.0229,3046535,2021-05-02 14:22:27:15737,Walking
-1.0351,-7.2869,0.64016,-2.1384,2.4552,0.43012,2.2678,0.94531,-0.61728,3046536,2021-05-02 14:22:27:15738,Walking
-0.77636,-7.7636,1.1986,-1.7216,1.9925,0.88883,2.0855,-1.7104,-0.5006,3046537,2021-05-02 14:22:27:15739,Walking
-0.95342,-7.8589,-2.6423,-1.6013,1.9262,-2.5923,1.5672,-2.3995,-0.26359,3046538,2021-05-02 14:22:27:15740,Walking
0.31327,-7.6138,-5.8159,-0.31359,2.1514,-5.1685,0.71013,-0.72968,-0.35736,3046539,2021-05-02 14:22:27:15741,Walking
-0.081722,-7.7364,-4.5083,-0.64577,1.996,-3.4437,0.40714,2.8741,-0.46701,3046540,2021-05-02 14:22:27:15742,Walking
0.57205,-7.4367,3.0646,0.068502,2.343,3.5889,1.1093,3.9541,-0.26634,3046541,2021-05-02 14:22:27:15743,Walking
0.65378,-7.4503,3.6911,0.11952,2.3415,3.7607,1.6493,2.5858,-0.18418,3046542,2021-05-02 14:22:27:15744,Walking
0.5993,-7.7636,3.4323,0.045595,2.0221,3.1092,1.6597,0.89034,0.06689,3046543,2021-05-02 14:22:27:15745,Walking
1.4301,-10.12,1.3212,0.7504,-0.3589,0.66474,1.347,-0.096517,0.15272,3046544,2021-05-02 14:22:27:15746,Walking
1.8796,-11.577,-3.337,1.0841,-1.8054,-3.5532,1.2636,-0.68264,-0.10629,3046545,2021-05-02 14:22:27:15747,Walking
0.38137,-12.313,-7.6819,-0.39776,-2.6182,-6.4256,1.5681,-1.6414,-0.097128,3046546,2021-05-02 14:22:27:15748,Walking
2.9556,-11.931,-3.4732,1.9862,-2.2793,-2.0355,0.36713,2.0097,0.35736,3046547,2021-05-02 14:22:27:15749,Walking
5.5162,-12.967,-1.5391,4.153,-3.138,-0.1167,-0.4102,3.5103,0.15547,3046548,2021-05-02 14:22:27:15750,Walking
6.8647,-13.511,-1.2803,4.695,-4.035,0.0085067,-1.2233,3.4059,-0.91202,3046549,2021-05-02 14:22:27:15751,Walking
5.5843,-14.124,-0.40861,3.2219,-4.677,0.74794,0.16066,2.1002,-0.44654,3046550,2021-05-02 14:22:27:15752,Walking
3.5822,-14.533,-1.7162,1.2236,-5.084,-0.5646,0.26481,1.3445,-0.47464,3046551,2021-05-02 14:22:27:15753,Walking
2.6015,-13.566,-3.1872,0.34835,-4.1225,-1.8031,-1.5015,-1.9545,-0.17654,3046552,2021-05-02 14:22:27:15754,Walking
-0.89894,-12.531,-2.1929,-2.8579,-3.0274,-0.77173,-2.4713,-2.0534,0.14233,3046553,2021-05-02 14:22:27:15755,Walking
0.040861,-10.61,2.7377,-1.3924,-0.9573,3.7056,-2.8643,-1.3256,0.57666,3046554,2021-05-02 14:22:27:15756,Walking
2.0294,-12.04,3.4323,0.57245,-2.3606,4.0235,-2.9395,0.60262,0.3989,3046555,2021-05-02 14:22:27:15757,Walking
2.4925,-14.887,2.6287,1.014,-5.1974,2.9382,-3.0036,0.35675,0.25656,3046556,2021-05-02 14:22:27:15758,Walking
-0.34051,-16.317,1.0624,-1.4879,-6.5782,1.1347,-3.0601,-3.065,1.0919,3046557,2021-05-02 14:22:27:15759,Walking
-1.1169,-15.827,1.0624,-2.0474,-6.0645,1.048,-2.3961,-3.0675,1.2382,3046558,2021-05-02 14:22:27:15760,Walking
-3.0237,-14.301,0.17706,-3.6353,-4.5138,0.15122,-2.4215,-2.6625,0.62369,3046559,2021-05-02 14:22:27:15761,Walking
-1.1169,-11.291,0.19068,-1.3735,-1.488,0.19815,-2.4636,-3.1542,0.41722,3046560,2021-05-02 14:22:27:15762,Walking
-0.01362,-11.101,0.91256,-0.24715,-1.2969,0.84998,-0.97616,-5.3096,0.39645,3046561,2021-05-02 14:22:27:15763,Walking
4.0861,-11.509,-2.8603,3.5602,-1.718,-2.6975,-1.9563,-4.3512,-0.10507,3046562,2021-05-02 14:22:27:15764,Walking
4.7671,-7.4912,2.8739,3.5114,2.2342,2.776,-2.1182,-2.2684,-0.014355,3046563,2021-05-02 14:22:27:15765,Walking
2.6287,-5.1621,3.9908,1.2087,4.5314,3.5551,-2.0931,-2.7565,0.23702,3046564,2021-05-02 14:22:27:15766,Walking
0.57205,-3.9771,3.2553,-0.89424,5.6642,2.2232,-2.0366,-3.0009,0.41172,3046565,2021-05-02 14:22:27:15767,Walking
0.62654,-3.4459,2.7922,-0.84569,6.1648,1.5132,-1.6512,-2.6835,0.42241,3046566,2021-05-02 14:22:27:15768,Walking
-0.76274,-3.5685,1.9886,-1.9967,6.0194,0.33943,-1.2068,-2.0971,0.22663,3046567,2021-05-02 14:22:27:15769,Walking
-0.72188,-3.6775,1.3484,-1.8083,5.9126,-0.38968,-0.7758,-1.5601,-0.26939,3046568,2021-05-02 14:22:27:15770,Walking
-0.50395,-3.3506,1.0896,-1.4745,6.2402,-0.71188,-0.048564,-0.97769,-0.60964,3046569,2021-05-02 14:22:27:15771,Walking
-1.4574,-1.9886,-0.51757,-1.9993,7.6604,-2.1831,0.51038,-0.41386,-0.90378,3046570,2021-05-02 14:22:27:15772,Walking
-2.4653,-2.6968,-2.1793,-2.5848,7.0294,-3.4269,1.1252,0.3824,-1.1805,3046571,2021-05-02 14:22:27:15773,Walking
-4.3177,-4.4811,-4.9442,-3.7026,5.3008,-5.2708,1.4548,0.85032,-1.2865,3046572,2021-05-02 14:22:27:15774,Walking
-8.7443,-12.34,-9.6977,-6.2705,-3.0876,-7.5898,1.9215,0.98349,-1.0602,3046573,2021-05-02 14:22:27:15775,Walking
-8.7443,-12.34,-9.6977,-6.2705,-3.0876,-7.5898,0.92974,-0.58918,-0.049175,3046574,2021-05-02 14:22:27:15776,Walking
-7.5048,-19.177,-12.299,-5.1995,-9.8046,-10.565,-0.89156,-1.3396,0.5849,3046575,2021-05-02 14:22:27:15777,Walking
-5.4073,-16.167,-7.7091,-2.7055,-7.2836,-4.5548,-1.4667,-0.69791,0.6634,3046576,2021-05-02 14:22:27:15778,Walking
-3.3097,-4.8216,-4.2768,-0.42037,3.8593,-0.74626,-1.0015,-0.49938,0.3989,3046577,2021-05-02 14:22:27:15779,Walking
-1.3212,-8.4719,-6.4969,1.4907,0.030952,-2.5012,-0.59223,-1.6438,-0.090408,3046578,2021-05-02 14:22:27:15780,Walking
-1.4165,-14.451,-9.2891,1.0696,-5.96,-5.0596,-0.72082,-0.26817,-0.58796,3046579,2021-05-02 14:22:27:15781,Walking
-3.909,-16.848,-4.127,-1.4685,-8.1998,-0.20071,-1.3693,0.15852,-0.098044,3046580,2021-05-02 14:22:27:15782,Walking
-3.8682,-1.185,7.246,-0.85799,7.8955,9.4036,0.1066,0.54642,0.65851,3046581,2021-05-02 14:22:27:15783,Walking
-4.699,1.1305,4.5492,-1.1561,10.122,6.2115,0.061392,0.89156,0.14936,3046582,2021-05-02 14:22:27:15784,Walking
-0.91256,-7.246,-4.1406,2.6267,1.6827,-2.1604,1.0495,2.583,0.013744,3046583,2021-05-02 14:22:27:15785,Walking
3.9771,-13.797,-1.4438,6.5752,-4.5282,0.42785,1.8268,3.9437,-0.19303,3046584,2021-05-02 14:22:27:15786,Walking
4.8761,-15.119,5.9112,6.5783,-5.5092,6.8766,2.1906,6.2956,-0.18326,3046585,2021-05-02 14:22:27:15787,Walking
1.5663,-11.032,3.7047,2.5556,-1.2791,3.4524,2.9551,4.9981,-0.29383,3046586,2021-05-02 14:22:27:15788,Walking
2.9692,-11.523,0.47671,3.5375,-1.7364,0.20519,3.2602,3.4401,-0.35675,3046587,2021-05-02 14:22:27:15789,Walking
4.0997,-12.994,1.7162,3.837,-3.2018,1.2498,2.7461,2.4401,-0.16554,3046588,2021-05-02 14:22:27:15790,Walking
5.094,-14.342,0.85808,4.3952,-4.5724,0.37654,2.536,2.372,0.12981,3046589,2021-05-02 14:22:27:15791,Walking
4.9578,-13.375,0.28603,3.9011,-3.6359,-0.16041,1.8839,2.8983,-0.86682,3046590,2021-05-02 14:22:27:15792,Walking
0.29965,-7.6683,-0.16344,-0.90613,2.0572,-0.52557,2.0394,2.5354,-1.3112,3046591,2021-05-02 14:22:27:15793,Walking
-0.7355,-6.9191,0.35413,-1.7901,2.8235,-0.017921,2.3115,-0.21594,-0.62461,3046592,2021-05-02 14:22:27:15794,Walking
-0.58567,-7.1234,1.9341,-1.5063,2.6251,1.3969,2.3027,-1.2685,-0.4383,3046593,2021-05-02 14:22:27:15795,Walking
-0.12258,-7.8317,-4.7944,-0.82048,1.9468,-4.5419,1.2407,-2.686,-0.3992,3046594,2021-05-02 14:22:27:15796,Walking
-0.44947,-7.2596,-5.1485,-1.0438,2.4982,-4.373,0.45143,-0.26756,-0.70708,3046595,2021-05-02 14:22:27:15797,Walking
-0.49033,-7.6955,1.5119,-0.84006,2.0763,2.2609,0.66279,3.6041,-0.42455,3046596,2021-05-02 14:22:27:15798,Walking
0.054481,-7.0553,2.9965,-0.27392,2.7394,3.3515,1.2089,4.2626,-0.26878,3046597,2021-05-02 14:22:27:15799,Walking
0.44947,-7.2188,3.8137,0.09727,2.5809,3.7045,1.7966,2.7193,-0.087659,3046598,2021-05-02 14:22:27:15800,Walking
1.4165,-10.283,1.58,0.92268,-0.50972,0.94557,1.7675,0.83994,0.14355,3046599,2021-05-02 14:22:27:15801,Walking
1.9613,-11.496,-1.9886,1.3173,-1.7159,-2.3264,1.0678,-0.97219,0.0097738,3046600,2021-05-02 14:22:27:15802,Walking
1.185,-12.313,-5.9793,0.5019,-2.5356,-5.6464,1.1142,-2.5992,-0.023824,3046601,2021-05-02 14:22:27:15803,Walking
2.3155,-11.441,-5.8976,-0.11901,-2.0871,-5.8523,0.69852,-1.0321,0.1179,3046602,2021-05-02 14:22:27:15804,Walking
6.1292,-12.694,-1.4165,4.848,-3.072,-0.022323,-0.17104,3.3295,0.16799,3046603,2021-05-02 14:22:27:15805,Walking
7.3141,-12.735,-1.1169,5.5229,-3.1837,0.19973,-0.63744,3.9499,-0.24984,3046604,2021-05-02 14:22:27:15806,Walking
5.9249,-12.858,-0.76274,3.8275,-3.3558,0.45638,-0.53206,2.3812,-0.75411,3046605,2021-05-02 14:22:27:15807,Walking
4.3721,-14.301,-1.8387,2.0794,-4.8345,-0.70158,0.15333,0.80817,-0.32162,3046606,2021-05-02 14:22:27:15808,Walking
3.8682,-13.92,-3.3778,1.541,-4.4791,-2.1038,-0.66554,-1.6744,-0.33506,3046607,2021-05-02 14:22:27:15809,Walking
-1.2803,-13.511,-1.5936,-3.2247,-3.9928,-0.25694,-1.9316,-1.6319,0.046731,3046608,2021-05-02 14:22:27:15810,Walking
-2.3972,-12.49,-0.40861,-3.9611,-2.8885,0.83164,-2.671,-1.5748,0.37965,3046609,2021-05-02 14:22:27:15811,Walking
1.7025,-12.054,3.1872,0.32869,-2.3616,3.7697,-2.8164,0.097433,0.31948,3046610,2021-05-02 14:22:27:15812,Walking
1.7434,-14.764,2.5198,0.39528,-5.0559,2.8303,-3.2144,0.32009,0.35094,3046611,2021-05-02 14:22:27:15813,Walking
0.98067,-16.181,2.0022,-0.2715,-6.4553,2.1175,-3.251,-0.59132,0.49083,3046612,2021-05-02 14:22:27:15814,Walking
-1.3757,-16.494,1.1441,-1.3058,-7.1144,1.3349,-2.7504,-2.5641,0.94379,3046613,2021-05-02 14:22:27:15815,Walking
-3.5277,-15.132,0.55843,-4.0213,-5.3387,0.44327,-2.3836,-2.6169,0.5565,3046614,2021-05-02 14:22:27:15816,Walking
-3.2416,-12.721,-0.31327,-3.452,-2.9173,-0.39473,-2.6231,-2.9743,0.52931,3046615,2021-05-02 14:22:27:15817,Walking
-2.0294,-11.686,0.6674,-2.071,-1.8805,0.54369,-1.9178,-4.4697,0.64904,3046616,2021-05-02 14:22:27:15818,Walking
3.3506,-11.7,-2.7649,3.0979,-1.8967,-2.7061,-1.2416,-5.2705,0.46517,3046617,2021-05-02 14:22:27:15819,Walking
5.6252,-10.079,-0.31327,4.957,-0.29551,-0.23496,-2.2602,-3.2257,0.086437,3046618,2021-05-02 14:22:27:15820,Walking
3.6094,-5.6933,3.1054,2.3283,4.025,2.8166,-2.2006,-2.3338,0.34361,3046619,2021-05-02 14:22:27:15821,Walking
1.8387,-4.2768,3.7456,0.44734,5.4113,3.1332,-2.1628,-2.7709,0.66004,3046620,2021-05-02 14:22:27:15822,Walking
0.83084,-3.5004,3.1735,-0.5818,6.1297,1.9755,-1.6377,-2.5934,0.57085,3046621,2021-05-02 14:22:27:15823,Walking
-0.19068,-3.1054,2.3427,-1.5303,6.5066,0.93388,-1.1582,-1.9196,0.3427,3046622,2021-05-02 14:22:27:15824,Walking
-0.85808,-3.228,2.152,-2.0443,6.3738,0.54967,-0.96608,-1.7168,0.15547,3046623,2021-05-02 14:22:27:15825,Walking
-0.47671,-3.5413,1.7025,-1.5492,6.0504,-0.034915,-0.27184,-1.2608,-0.44563,3046624,2021-05-02 14:22:27:15826,Walking
-0.44947,-2.547,1.076,-1.4246,7.0402,-0.7417,0.20556,-0.6689,-0.81886,3046625,2021-05-02 14:22:27:15827,Walking
-1.1032,-1.5255,-0.85808,-1.9019,8.1064,-2.5192,0.90011,-0.13806,-1.1967,3046626,2021-05-02 14:22:27:15828,Walking
-3.9635,-3.514,-4.413,-3.7765,6.2765,-4.9422,1.6127,0.67226,-1.5598,3046627,2021-05-02 14:22:27:15829,Walking
-8.0905,-12.612,-9.6977,-6.1048,-3.1936,-7.8236,2.0021,1.4511,-1.6606,3046628,2021-05-02 14:22:27:15830,Walking
-9.2891,-17.584,-10.964,-7.4537,-8.1074,-9.233,1.6102,0.73976,-0.90652,3046629,2021-05-02 14:22:27:15831,Walking
-5.775,-19.477,-11.101,-3.9987,-9.9517,-9.5899,-0.074831,-0.85124,0.45784,3046630,2021-05-02 14:22:27:15832,Walking
-6.0883,-13.457,-7.2052,-3.0555,-4.8553,-3.4291,-1.708,-0.92149,0.74831,3046631,2021-05-02 14:22:27:15833,Walking
-4.1406,-5.38,-5.7478,-1.181,3.0771,-1.7619,-1.2013,-0.81245,0.35675,3046632,2021-05-02 14:22:27:15834,Walking
-1.9341,-4.2632,-5.2983,1.1466,3.9143,-0.84772,-0.53329,-1.4862,-0.22938,3046633,2021-05-02 14:22:27:15835,Walking
0.12258,-13.076,-9.8339,2.5461,-4.9084,-4.9764,-0.33292,-0.75136,-0.77641,3046634,2021-05-02 14:22:27:15836,Walking
-3.2008,-18.442,0.57205,-1.132,-9.8857,4.8941,-2.0528,-0.21564,0.1405,3046635,2021-05-02 14:22:27:15837,Walking
-2.6696,-0.1362,8.4446,-0.16935,9.0461,10.812,0.405,-0.10476,0.66737,3046636,2021-05-02 14:22:27:15838,Walking
-4.8352,0.98067,2.3427,-1.2535,9.9789,3.8831,-0.15302,0.99632,0.060781,3046637,2021-05-02 14:22:27:15839,Walking
-4.4402,-2.9692,-2.942,-0.53512,5.8433,-1.1367,0.46853,2.9697,-0.011606,3046638,2021-05-02 14:22:27:15840,Walking
4.0589,-15.091,2.152,6.6702,-5.7949,3.8633,1.85,2.6029,-0.15027,3046639,2021-05-02 14:22:27:15841,Walking
2.656,-12.694,7.2188,3.9164,-2.9693,7.1214,2.2071,6.4999,0.036957,3046640,2021-05-02 14:22:27:15842,Walking
2.3972,-11.673,3.1463,2.9761,-1.9214,2.2809,2.6808,5.8405,-0.032681,3046641,2021-05-02 14:22:27:15843,Walking
3.8137,-12.272,0.47671,3.5964,-2.4996,-0.31402,3.295,3.9153,-0.28588,3046642,2021-05-02 14:22:27:15844,Walking
5.0123,-13.471,2.0158,4.067,-3.7512,1.1146,2.7584,2.7904,-0.15088,3046643,2021-05-02 14:22:27:15845,Walking
6.1155,-14.519,1.6072,4.7654,-4.8496,0.68788,2.6334,2.4123,0.12614,3046644,2021-05-02 14:22:27:15846,Walking
5.094,-13.525,0.12258,3.2026,-3.9333,-0.64733,1.9829,1.9429,-0.7086,3046645,2021-05-02 14:22:27:15847,Walking
1.5391,-9.0439,-0.49033,-0.42473,0.54549,-1.0879,2.2324,1.4908,-1.2975,3046646,2021-05-02 14:22:27:15848,Walking
-0.99429,-7.4503,0.42223,-2.5435,2.2188,-0.10555,2.146,0.23854,-0.80207,3046647,2021-05-02 14:22:27:15849,Walking
