ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),TimeSinceStartinms,YYYY-MO-DD HH-MI-SS_SSS,Activity
-1.185,-7.3277,1.1441,-2.5168,2.3695,0.5448,2.1112,-1.1212,-0.56016,3046648,2021-05-02 14:22:27:15850,Walking
-1.2803,-7.8317,-3.0237,-2.1941,1.9278,-3.3205,1.6832,-2.7003,-0.38851,3046649,2021-05-02 14:22:27:15851,Walking
-0.58567,-7.0145,-4.5492,-1.2718,2.742,-3.8351,0.61881,-1.3063,-0.56261,3046650,2021-05-02 14:22:27:15852,Walking
-0.40861,-7.3822,-2.6287,-0.99492,2.362,-1.6927,0.46914,2.5653,-0.46334,3046651,2021-05-02 14:22:27:15853,Walking
0.28603,-6.8238,3.5822,-0.22352,2.9656,3.8639,1.1313,4.0791,-0.30971,3046652,2021-05-02 14:22:27:15854,Walking
0.24517,-7.5457,3.8682,-0.2501,2.2284,3.2424,1.8204,2.9688,-0.096517,3046653,2021-05-02 14:22:27:15855,Walking
0.28603,-8.5808,3.1054,-0.191,1.1711,2.187,1.7932,1.1967,0.15211,3046654,2021-05-02 14:22:27:15856,Walking
1.471,-11.101,-1.4165,0.87696,-1.3361,-2.1039,1.3311,0.028711,0.19334,3046655,2021-05-02 14:22:27:15857,Walking
0.50395,-12.449,-6.6059,-0.13574,-2.6841,-5.9665,1.2349,-2.1047,-0.029932,3046656,2021-05-02 14:22:27:15858,Walking
3.2008,-11.414,-3.8137,2.3546,-1.7512,-2.3688,0.46609,1.2688,0.30024,3046657,2021-05-02 14:22:27:15859,Walking
5.3937,-12.299,-2.2201,4.1434,-2.6848,-0.74643,0.034208,3.3219,0.33262,3046658,2021-05-02 14:22:27:15860,Walking
7.9815,-12.939,-1.4165,5.7406,-3.4894,-0.057621,-0.85368,3.6759,-0.68356,3046659,2021-05-02 14:22:27:15861,Walking
4.3994,-14.111,-0.24517,1.7706,-4.724,0.82705,-0.67959,2.7061,-0.92118,3046660,2021-05-02 14:22:27:15862,Walking
2.5334,-14.22,-3.9499,0.07562,-4.8121,-2.6742,0.49144,1.2016,-0.46701,3046661,2021-05-02 14:22:27:15863,Walking
3.1872,-14.152,-4.9033,0.77467,-4.766,-3.3993,-0.57971,-1.317,-0.29658,3046662,2021-05-02 14:22:27:15864,Walking
-0.38137,-13.566,-1.9613,-2.454,-4.1101,-0.39211,-1.9221,-1.5498,-0.032376,3046663,2021-05-02 14:22:27:15865,Walking
-2.1248,-10.215,0.47671,-3.5374,-0.60067,1.7938,-2.2691,-0.75167,0.22327,3046664,2021-05-02 14:22:27:15866,Walking
1.9068,-10.665,3.1872,0.575,-0.97378,3.8815,-3.0543,0.18815,0.43371,3046665,2021-05-02 14:22:27:15867,Walking
2.9556,-13.634,2.9284,1.5358,-3.9381,3.3078,-3.1835,0.83658,0.27122,3046666,2021-05-02 14:22:27:15868,Walking
0.50395,-16.413,2.0294,-0.7405,-6.6852,2.0032,-3.2241,-0.91721,0.36621,3046667,2021-05-02 14:22:27:15869,Walking
-0.74912,-16.535,1.7298,-1.6404,-6.7727,1.461,-2.6615,-2.8686,0.93707,3046668,2021-05-02 14:22:27:15870,Walking
-3.0918,-14.969,0.96704,-3.6651,-5.1838,0.65783,-2.2648,-2.8445,0.87232,3046669,2021-05-02 14:22:27:15871,Walking
-3.2961,-12.667,0.28603,-3.2854,-2.8641,0.011429,-2.3744,-2.8778,0.23243,3046670,2021-05-02 14:22:27:15872,Walking
-0.92618,-11.032,0.51757,-0.69871,-1.2332,0.21256,-1.8189,-4.5042,0.45754,3046671,2021-05-02 14:22:27:15873,Walking
0.027241,-11.046,0.12258,0.23328,-1.2459,-0.16572,-1.317,-5.7064,0.50244,3046672,2021-05-02 14:22:27:15874,Walking
4.6309,-10.828,-1.7025,4.2533,-1.0297,-1.5734,-1.9245,-5.1493,0.055894,3046673,2021-05-02 14:22:27:15875,Walking
5.0259,-7.1371,2.7649,3.865,2.5991,2.5929,-2.0146,-1.9774,0.017104,3046674,2021-05-02 14:22:27:15876,Walking
2.2201,-4.7671,3.9227,0.6898,4.8836,3.0905,-2.0033,-2.4483,0.19578,3046675,2021-05-02 14:22:27:15877,Walking
0.35413,-3.9635,2.6423,-1.1578,5.6332,1.3055,-1.8381,-2.5995,0.30696,3046676,2021-05-02 14:22:27:15878,Walking
0.62654,-3.4459,2.6968,-0.88881,6.1138,1.1205,-1.3097,-2.2135,0.1741,3046677,2021-05-02 14:22:27:15879,Walking
-0.53119,-3.051,1.9477,-1.8772,6.4614,-0.020411,-0.9334,-1.9071,-0.16646,3046678,2021-05-02 14:22:27:15880,Walking
-0.64016,-2.3018,1.1441,-1.7189,7.1946,-1.0525,-0.46456,-1.587,-0.51038,3046679,2021-05-02 14:22:27:15881,Walking
-0.83084,-1.7025,0.6674,-1.7523,7.8002,-1.5729,0.13195,-1.0192,-0.81795,3046680,2021-05-02 14:22:27:15882,Walking
-1.185,-2.0158,-0.64016,-1.7112,7.5652,-2.6642,0.73731,-0.34056,-1.0938,3046681,2021-05-02 14:22:27:15883,Walking
-4.7263,-4.5628,-4.5764,-3.763,5.1846,-5.0564,1.3906,0.63652,-1.2529,3046682,2021-05-02 14:22:27:15884,Walking
-6.3198,-8.0088,-7.7227,-4.3834,1.5542,-6.7381,1.9804,1.6344,-1.3311,3046683,2021-05-02 14:22:27:15885,Walking
-8.4446,-18.565,-11.509,-6.0108,-9.2545,-9.6199,1.8088,0.88362,-0.67226,3046684,2021-05-02 14:22:27:15886,Walking
-6.5786,-19.477,-11.032,-4.1056,-10.151,-9.2794,0.13561,-0.91202,0.40928,3046685,2021-05-02 14:22:27:15887,Walking
-6.0883,-14.615,-7.5184,-3.801,-6.1271,-3.6519,-1.5663,-1.3525,0.72052,3046686,2021-05-02 14:22:27:15888,Walking
-3.5277,-7.6819,-5.2847,-0.45876,0.73982,-1.3064,-0.95081,-0.55619,0.3769,3046687,2021-05-02 14:22:27:15889,Walking
-1.757,-5.6933,-4.8352,1.289,2.5978,-0.57505,-0.42608,-1.5375,-0.095295,3046688,2021-05-02 14:22:27:15890,Walking
1.0215,-11.482,-8.3493,3.519,-3.1793,-3.7668,-0.1518,-1.3372,-0.70372,3046689,2021-05-02 14:22:27:15891,Walking
-1.185,-15.064,-8.7851,1.0517,-6.721,-4.1419,-1.2175,-0.059559,-0.26084,3046690,2021-05-02 14:22:27:15892,Walking
-3.9227,-5.7478,8.2676,-1.3672,3.0966,11.646,-0.18173,0.062003,0.52595,3046691,2021-05-02 14:22:27:15893,Walking
-5.1213,0.095342,4.2768,-1.556,8.886,6.7635,0.22022,0.62064,0.095295,3046692,2021-05-02 14:22:27:15894,Walking
-4.4539,-1.8524,1.7298,-0.50201,6.8481,3.9334,-0.10782,2.314,0.2364,3046693,2021-05-02 14:22:27:15895,Walking
2.152,-11.577,-4.4947,5.3578,-2.6501,-2.005,1.1029,2.3207,0.045815,3046694,2021-05-02 14:22:27:15896,Walking
4.808,-13.212,5.3528,6.3367,-3.6105,6.6372,1.8867,4.2483,-0.076664,3046695,2021-05-02 14:22:27:15897,Walking
1.7843,-10.542,4.7671,2.5117,-0.76341,4.6347,2.4248,5.1212,-0.10018,3046696,2021-05-02 14:22:27:15898,Walking
2.4925,-10.992,0.89894,2.8778,-1.1948,0.68843,2.7599,3.539,-0.075136,3046697,2021-05-02 14:22:27:15899,Walking
3.2825,-12.231,0.47671,2.9621,-2.4318,0.27228,2.6319,2.5088,-0.12401,3046698,2021-05-02 14:22:27:15900,Walking
4.0316,-13.838,1.1441,2.6628,-2.8288,1.1017,2.6475,2.4349,0.067806,3046699,2021-05-02 14:22:27:15901,Walking
4.4675,-14.342,0.77636,3.3025,-4.6131,0.37936,2.1973,2.5623,0.032681,3046700,2021-05-02 14:22:27:15902,Walking
4.2223,-10.787,0.36775,2.5853,-1.1272,-0.047815,1.9148,2.3705,-0.80756,3046701,2021-05-02 14:22:27:15903,Walking
0.054481,-7.464,0.92618,-1.4913,2.2089,0.46053,2.1322,1.2312,-1.2452,3046702,2021-05-02 14:22:27:15904,Walking
-0.068102,-7.6819,1.3757,-1.4933,2.0044,0.81414,2.3237,-0.65699,-0.6744,3046703,2021-05-02 14:22:27:15905,Walking
-0.83084,-7.5593,-0.92618,-1.9489,2.1698,-1.4416,1.9881,-2.4068,-0.50213,3046704,2021-05-02 14:22:27:15906,Walking
-0.58567,-7.7772,-4.6037,-1.4125,1.9866,-4.2115,1.2782,-2.9288,-0.40836,3046705,2021-05-02 14:22:27:15907,Walking
-1.471,-7.6138,-3.8409,-2.0729,2.1443,-3.074,0.60048,-0.18204,-0.89614,3046706,2021-05-02 14:22:27:15908,Walking
-0.095342,-6.8919,1.8932,-0.5036,2.8897,2.4622,1.102,3.715,-0.34636,3046707,2021-05-02 14:22:27:15909,Walking
0.16344,-6.4697,4.0589,-0.23029,3.3227,3.7041,1.6964,3.3591,-0.19945,3046708,2021-05-02 14:22:27:15910,Walking
0.040861,-8.6898,3.5004,-0.28465,1.0459,2.369,1.8473,2.1441,0.060781,3046709,2021-05-02 14:22:27:15911,Walking
0.35413,-10.651,1.8115,0.029102,-0.92308,0.61564,1.5375,0.80329,0.1912,3046710,2021-05-02 14:22:27:15912,Walking
1.1032,-12.735,-3.6639,0.66186,-2.9496,-4.1332,1.3357,-1.1713,0.093157,3046711,2021-05-02 14:22:27:15913,Walking
-0.068102,-12.122,-6.6059,-0.44764,-2.3543,-5.8203,1.087,-2.2071,-0.13806,3046712,2021-05-02 14:22:27:15914,Walking
5.4754,-12.04,-4.6445,4.4509,-2.4166,-3.0626,0.49999,1.0449,0.29322,3046713,2021-05-02 14:22:27:15915,Walking
8.0224,-13.212,-2.547,6.4059,-3.6728,-0.9449,-0.16524,3.5516,0.32223,3046714,2021-05-02 14:22:27:15916,Walking
5.9249,-13.484,0.50395,3.4824,-4.0711,1.7686,-1.1011,4.0103,-0.72479,3046715,2021-05-02 14:22:27:15917,Walking
3.051,-13.797,-1.185,0.60919,-4.3592,-0.12243,-0.08094,2.1524,-0.60812,3046716,2021-05-02 14:22:27:15918,Walking
2.833,-13.988,-2.3155,0.45217,-4.5414,-1.1925,0.040012,0.21258,-0.32193,3046717,2021-05-02 14:22:27:15919,Walking
2.5334,-12.98,-4.3177,0.25766,-3.5592,-2.8221,-0.89889,-1.9068,-0.17837,3046718,2021-05-02 14:22:27:15920,Walking
-2.4925,-11.468,-1.3893,-4.2095,-1.946,0.20674,-2.3314,-1.6881,0.30757,3046719,2021-05-02 14:22:27:15921,Walking
-1.8387,-10.27,1.1986,-3.2704,-0.6657,2.5709,-2.5977,-0.58704,0.52198,3046720,2021-05-02 14:22:27:15922,Walking
1.6753,-11.169,4.1814,0.32389,-1.4705,4.7186,-2.7788,0.39554,0.49358,3046721,2021-05-02 14:22:27:15923,Walking
1.5391,-15.064,2.6423,0.21196,-5.3478,2.5902,-3.1353,0.085521,0.42272,3046722,2021-05-02 14:22:27:15924,Walking
-0.85808,-16.889,1.5391,-1.796,-7.1315,1.2594,-3.1405,-1.9584,0.70555,3046723,2021-05-02 14:22:27:15925,Walking
-2.1384,-16.998,1.4029,-2.8025,-7.2202,1.0557,-2.5409,-2.9496,1.0553,3046724,2021-05-02 14:22:27:15926,Walking
-4.0861,-15.282,0.095342,-4.0843,-5.4814,-0.24838,-2.4746,-2.8307,0.47495,3046725,2021-05-02 14:22:27:15927,Walking
-2.2201,-11.264,-1.0215,-1.88,-1.4647,-1.1898,-2.6576,-3.4126,0.57818,3046726,2021-05-02 14:22:27:15928,Walking
-2.2201,-11.264,-1.0215,-1.88,-1.4647,-1.1898,-2.1527,-3.7483,0.66554,3046727,2021-05-02 14:22:27:15929,Walking
2.9556,-11.904,-2.0703,3.0233,-2.0979,-2.0284,-1.6359,-3.0106,0.16952,3046728,2021-05-02 14:22:27:15930,Walking
5.1485,-9.6432,2.3563,4.4478,0.13637,2.1581,-1.8161,-2.0293,-0.24832,3046729,2021-05-02 14:22:27:15931,Walking
2.3155,-4.9987,3.7047,1.2159,4.7189,2.976,-2.0632,-2.3216,0.28986,3046730,2021-05-02 14:22:27:15932,Walking
1.0215,-4.0452,3.7047,-0.23135,5.5826,2.3243,-1.9248,-2.7587,0.61636,3046731,2021-05-02 14:22:27:15933,Walking
0.25879,-3.3097,2.7786,-0.97211,6.2848,1.1664,-1.6194,-2.3479,0.58643,3046732,2021-05-02 14:22:27:15934,Walking
0.054481,-2.9284,1.9613,-1.1156,6.6075,-0.0053732,-1.0565,-1.8564,0.35216,3046733,2021-05-02 14:22:27:15935,Walking
-0.64016,-2.9965,1.1577,-1.5844,6.5259,-0.98764,-0.68875,-1.5782,-0.01405,3046734,2021-05-02 14:22:27:15936,Walking
-0.40861,-3.0918,0.57205,-1.152,6.4435,-1.5947,-0.22419,-1.3457,-0.38026,3046735,2021-05-02 14:22:27:15937,Walking
-0.61292,-2.3155,0.14982,-1.2313,7.2412,-1.9617,0.33903,-0.89767,-0.74495,3046736,2021-05-02 14:22:27:15938,Walking
-1.2939,-2.2337,-1.5527,-1.4913,7.4398,-3.151,0.85765,-0.27,-1.0858,3046737,2021-05-02 14:22:27:15939,Walking
-2.2882,-3.1872,-3.0373,-2.0317,6.5726,-3.9598,1.3482,0.69944,-1.3708,3046738,2021-05-02 14:22:27:15940,Walking
-7.9815,-12.572,-10.433,-5.9154,-3.1723,-8.5476,1.595,1.8054,-1.4429,3046739,2021-05-02 14:22:27:15941,Walking
-9.6704,-18.483,-11.564,-7.7385,-9.0358,-9.7773,1.2456,0.73854,-0.62186,3046740,2021-05-02 14:22:27:15942,Walking
-7.8317,-19.409,-11.073,-5.9638,-9.9194,-9.452,-0.8375,-1.4111,0.71196,3046741,2021-05-02 14:22:27:15943,Walking
-4.6718,-11.577,-7.0962,-1.7296,-2.9559,-3.4651,-1.3628,-1.0079,0.69639,3046742,2021-05-02 14:22:27:15944,Walking
-2.9556,-5.2711,-4.7671,0.058208,3.2411,-0.94211,-0.96731,-0.81825,0.37629,3046743,2021-05-02 14:22:27:15945,Walking
-2.0839,-5.9112,-4.9033,0.90244,2.5258,-0.89473,-0.4725,-1.6542,-0.10476,3046744,2021-05-02 14:22:27:15946,Walking
-0.92618,-12.558,-8.9213,1.7283,-4.1397,-4.6485,-0.46609,-0.81795,-0.5003,3046745,2021-05-02 14:22:27:15947,Walking
-4.5901,-13.607,7.069,-1.9823,-4.7045,10.25,-1.397,0.13347,-0.042761,3046746,2021-05-02 14:22:27:15948,Walking
-3.4459,-5.094,7.927,-0.60307,3.9937,10.273,0.16035,0.15669,0.49205,3046747,2021-05-02 14:22:27:15949,Walking
-3.6775,-0.39499,3.5958,-0.078951,8.6163,5.0159,-0.059559,0.97769,0.089186,3046748,2021-05-02 14:22:27:15950,Walking
-2.2882,-6.5786,-2.6015,1.2662,2.4203,-1.0026,0.38576,3.3084,0.19028,3046749,2021-05-02 14:22:27:15951,Walking
0.62654,-12.204,-2.942,3.6427,-3.0316,-1.2262,1.9007,3.8307,0.17532,3046750,2021-05-02 14:22:27:15952,Walking
2.9284,-13.253,6.1292,4.5094,-3.5762,6.3254,2.2376,6.2247,0.013134,3046751,2021-05-02 14:22:27:15953,Walking
2.1793,-10.733,4.9987,3.3659,-1.0041,4.6615,2.9648,5.3768,-0.27825,3046752,2021-05-02 14:22:27:15954,Walking
3.0237,-10.365,2.7786,3.7774,-0.60493,2.1939,3.2663,4.1093,-0.30849,3046753,2021-05-02 14:22:27:15955,Walking
5.1894,-13.184,1.2939,4.8412,-3.4038,0.67174,2.9102,3.0244,-0.24374,3046754,2021-05-02 14:22:27:15956,Walking
6.0338,-14.506,1.2803,5.1797,-4.7581,0.62736,2.6127,2.5113,-0.027184,3046755,2021-05-02 14:22:27:15957,Walking
3.4323,-10.597,0.40861,2.0206,-0.91356,-0.23606,2.0574,2.2208,-0.25381,3046756,2021-05-02 14:22:27:15958,Walking
1.4301,-9.0031,-0.17706,0.0072942,0.68283,-0.75124,2.0504,0.62675,-0.76725,3046757,2021-05-02 14:22:27:15959,Walking
-0.14982,-7.8589,-0.081722,-1.4534,1.8465,-0.60576,2.0473,-0.053145,-0.65668,3046758,2021-05-02 14:22:27:15960,Walking
-0.77636,-7.9407,0.95342,-1.7601,1.8005,0.39467,1.9584,-0.76541,-0.58735,3046759,2021-05-02 14:22:27:15961,Walking
-1.3212,-7.9679,-3.1054,-2.1184,1.8023,-3.3857,1.4682,-2.3576,-0.40775,3046760,2021-05-02 14:22:27:15962,Walking
-0.54481,-7.2324,-5.1076,-1.2023,2.5462,-4.7649,0.56291,-0.031765,-0.7083,3046761,2021-05-02 14:22:27:15963,Walking
0.16344,-7.7772,0.29965,-0.34799,1.9982,0.89061,0.70921,3.2382,-0.37415,3046762,2021-05-02 14:22:27:15964,Walking
0.23155,-6.674,2.9011,-0.2677,3.1174,3.1274,1.3207,3.6627,-0.33811,3046763,2021-05-02 14:22:27:15965,Walking
0.61292,-8.0224,3.0373,0.092313,1.7585,2.5538,1.697,2.5116,-0.021686,3046764,2021-05-02 14:22:27:15966,Walking
1.0624,-10.065,1.7706,0.48339,-0.29591,1.145,1.6273,0.87293,0.20128,3046765,2021-05-02 14:22:27:15967,Walking
1.8251,-11.673,-4.2087,1.1231,-1.9003,-1.5406,1.2547,-0.27184,0.049175,3046766,2021-05-02 14:22:27:15968,Walking
0.47671,-12.354,-5.7342,-0.27863,-2.5973,-5.092,1.0504,-1.7608,-0.055894,3046767,2021-05-02 14:22:27:15969,Walking
0.85808,-10.937,-6.1836,0.10551,-1.231,-5.0027,0.34178,1.5418,0.25809,3046768,2021-05-02 14:22:27:15970,Walking
0.85808,-10.937,-6.1836,0.10551,-1.231,-5.0027,0.34178,1.5418,0.25809,3046769,2021-05-02 14:22:27:15971,Walking
7.6683,-12.667,-1.2395,5.9908,-3.089,0.033083,-0.78374,3.9676,-0.32345,3046770,2021-05-02 14:22:27:15972,Walking
5.7342,-13.961,0.98067,3.3626,-4.4868,1.8682,0.020464,2.3176,-0.69272,3046771,2021-05-02 14:22:27:15973,Walking
4.3313,-14.492,-1.7298,1.7963,-5.048,-0.98532,0.27886,0.30146,-0.49786,3046772,2021-05-02 14:22:27:15974,Walking
3.9771,-14.288,-3.2416,1.4353,-4.8602,-2.3299,-1.1445,-1.6753,-0.28191,3046773,2021-05-02 14:22:27:15975,Walking
4.2087,-12.98,-2.7649,1.6028,-3.5942,-1.6323,-2.0721,-2.0681,-0.10568,3046774,2021-05-02 14:22:27:15976,Walking
-3.9908,-9.8884,0.99429,-5.635,-0.2707,1.9778,-2.6108,-2.2458,0.51038,3046775,2021-05-02 14:22:27:15977,Walking
-1.0079,-11.768,3.2144,-2.0617,-2.0237,3.5441,-2.8231,0.041844,0.73701,3046776,2021-05-02 14:22:27:15978,Walking
0.9398,-15.65,2.4789,0.020747,-5.8876,2.3212,-3.047,1.0137,0.40195,3046777,2021-05-02 14:22:27:15979,Walking
0.081722,-16.862,1.9613,-0.66267,-7.0915,1.5684,-3.3839,-0.97525,0.54581,3046778,2021-05-02 14:22:27:15980,Walking
-2.6015,-17.407,0.98067,-2.9204,-7.6158,0.52893,-2.6979,-2.6667,1.0498,3046779,2021-05-02 14:22:27:15981,Walking
-2.8739,-14.342,-0.57205,-2.711,-4.5428,-0.91117,-2.5943,-2.9954,0.52504,3046780,2021-05-02 14:22:27:15982,Walking
-0.6674,-11.931,-0.47671,-0.35112,-2.1308,-0.61364,-2.7061,-3.6392,0.72662,3046781,2021-05-02 14:22:27:15983,Walking
-0.6674,-11.673,-0.24517,-0.33016,-1.8724,-0.35263,-1.7223,-4.6102,0.7367,3046782,2021-05-02 14:22:27:15984,Walking
4.4811,-11.782,-2.0294,4.3484,-1.9764,-1.9301,-1.3952,-3.9798,0.28527,3046783,2021-05-02 14:22:27:15985,Walking
6.0474,-9.9565,0.96704,5.0203,-0.20387,1.0107,-2.054,-2.2871,-0.18295,3046784,2021-05-02 14:22:27:15986,Walking
2.5606,-5.203,4.4402,1.067,4.4749,3.9126,-2.2342,-2.5268,0.11148,3046785,2021-05-02 14:22:27:15987,Walking
1.185,-3.9635,4.1542,-0.35467,5.6818,3.2776,-2.3353,-3.0598,0.50274,3046786,2021-05-02 14:22:27:15988,Walking
-0.095342,-3.0373,2.6423,-1.6245,6.5506,1.2628,-1.7822,-2.4502,0.30696,3046787,2021-05-02 14:22:27:15989,Walking
-0.19068,-2.9284,2.0839,-1.6453,6.6436,0.52457,-1.2758,-2.1472,0.043371,3046788,2021-05-02 14:22:27:15990,Walking
-0.40861,-2.942,1.7298,-1.7615,6.6202,0.025523,-0.81917,-1.8189,-0.29077,3046789,2021-05-02 14:22:27:15991,Walking
-0.23155,-3.0918,1.1986,-1.5004,6.4672,-0.58598,-0.57605,-1.6023,-0.46701,3046790,2021-05-02 14:22:27:15992,Walking
-0.62654,-1.7706,0.27241,-2.0091,7.7774,-1.4864,0.21319,-0.68417,-0.967,3046791,2021-05-02 14:22:27:15993,Walking
-1.3212,-1.2531,-1.185,-2.1862,8.3818,-2.795,0.58215,-0.39767,-1.0928,3046792,2021-05-02 14:22:27:15994,Walking
-2.9556,-1.6889,-2.7377,-3.2964,8.0489,-3.8464,1.7226,0.79748,-1.5079,3046793,2021-05-02 14:22:27:15995,Walking
-6.1836,-7.2869,-7.6683,-4.6845,2.3341,-6.5026,2.1686,1.1759,-1.555,3046794,2021-05-02 14:22:27:15996,Walking
-8.4174,-17.216,-9.9292,-6.1885,-7.9215,-7.7355,1.9386,0.30207,-0.85399,3046795,2021-05-02 14:22:27:15997,Walking
-5.4073,-19.463,-11.863,-3.2368,-10.083,-10.001,0.24954,-0.99602,0.28314,3046796,2021-05-02 14:22:27:15998,Walking
-6.3743,-17.407,-8.9349,-3.7828,-8.6687,-5.3157,-1.4459,-1.1704,0.59284,3046797,2021-05-02 14:22:27:15999,Walking
-3.8273,-5.7342,-6.0611,-0.97966,2.7095,-1.9665,-1.2688,-0.49511,0.42699,3046798,2021-05-02 14:22:27:16000,Walking
-2.8058,-5.5162,-5.1076,0.093141,2.8246,-0.84177,-0.41783,-1.4951,-0.18418,3046799,2021-05-02 14:22:27:16001,Walking
-0.68102,-10.774,-7.2869,1.9459,-2.4271,-2.8592,-0.32498,-0.89247,-0.66951,3046800,2021-05-02 14:22:27:16002,Walking
-2.4108,-17.57,-9.9973,-0.030464,-9.1894,-5.4956,-1.2578,-0.29535,-0.30268,3046801,2021-05-02 14:22:27:16003,Walking
-1.9613,-0.01362,7.927,0.70001,8.9946,10.745,0.41722,0.2584,0.54031,3046802,2021-05-02 14:22:27:16004,Walking
-3.5277,2.3018,5.7069,-0.40339,11.315,7.9796,-0.08491,1.4774,0.0082467,3046803,2021-05-02 14:22:27:16005,Walking
-4.808,0.6674,-0.20431,-1.1482,9.4787,2.0621,0.4273,3.0836,0.10324,3046804,2021-05-02 14:22:27:16006,Walking
2.8603,-14.833,-1.7025,5.386,-5.6802,0.75205,1.7831,2.6365,-0.078496,3046805,2021-05-02 14:22:27:16007,Walking
4.7399,-14.696,6.7148,6.4404,-5.1445,8.1432,2.2801,6.4553,-0.075442,3046806,2021-05-02 14:22:27:16008,Walking
2.5061,-11.645,2.9829,3.4111,-1.8825,3.1743,2.6206,5.5604,-0.13317,3046807,2021-05-02 14:22:27:16009,Walking
3.5413,-11.931,0.095342,3.9825,-2.136,0.25437,3.1078,3.7159,-0.45051,3046808,2021-05-02 14:22:27:16010,Walking
3.6775,-12.299,1.8387,3.3909,-2.4973,1.7297,2.7788,2.9499,-0.033903,3046809,2021-05-02 14:22:27:16011,Walking
5.4073,-14.002,1.6617,4.6589,-4.2268,1.4135,2.4074,2.6145,0.19548,3046810,2021-05-02 14:22:27:16012,Walking
5.8295,-14.288,1.2531,4.6629,-4.5562,0.92678,2.1218,2.5925,0.047342,3046811,2021-05-02 14:22:27:16013,Walking
2.0294,-9.3844,-0.55843,2.6942,-1.617,-0.46556,1.9422,2.1982,-0.8601,3046812,2021-05-02 14:22:27:16014,Walking
-0.12258,-7.2052,0.40861,-1.477,2.5049,0.18342,2.2843,0.040317,-0.77183,3046813,2021-05-02 14:22:27:16015,Walking
-0.20431,-7.4912,1.3484,-1.4409,2.2313,1.0105,2.2972,-0.80176,-0.56627,3046814,2021-05-02 14:22:27:16016,Walking
-1.0624,-7.5865,-0.36775,-2.1025,2.1609,-0.64437,1.7535,-2.8897,-0.19028,3046815,2021-05-02 14:22:27:16017,Walking
-0.38137,-7.355,-5.6661,-1.1429,2.3892,-4.8657,0.5681,-1.4236,-0.60109,3046816,2021-05-02 14:22:27:16018,Walking
-0.78998,-7.5865,-2.7786,-1.4055,2.1469,-1.7528,0.38087,2.398,-0.56261,3046817,2021-05-02 14:22:27:16019,Walking
0.27241,-7.0145,3.3097,-0.22451,2.7707,3.7255,1.2245,3.7217,-0.23763,3046818,2021-05-02 14:22:27:16020,Walking
0.57205,-7.0826,3.6094,0.050831,2.7102,3.5849,1.8641,2.5058,-0.11362,3046819,2021-05-02 14:22:27:16021,Walking
1.5391,-9.3844,1.9886,0.84384,0.38291,1.4536,1.5528,0.31337,0.13561,3046820,2021-05-02 14:22:27:16022,Walking
2.1656,-10.91,-2.7922,1.3185,-1.1413,-2.9567,1.0968,-0.47373,-0.049786,3046821,2021-05-02 14:22:27:16023,Walking
1.7706,-12.817,-6.5378,0.85628,-3.0679,-5.996,1.1845,-1.3066,-0.13439,3046822,2021-05-02 14:22:27:16024,Walking
2.0839,-11.523,-3.7456,1.1911,-1.8601,-2.3298,0.33659,1.6148,0.20739,3046823,2021-05-02 14:22:27:16025,Walking
4.7944,-12.408,-1.076,3.5557,-2.7729,0.26492,-0.14966,3.365,0.3259,3046824,2021-05-02 14:22:27:16026,Walking
6.4016,-12.803,-0.70826,4.7295,-3.2192,0.5262,-0.8039,3.2278,-0.54214,3046825,2021-05-02 14:22:27:16027,Walking
4.4266,-12.83,-0.14982,2.2634,-3.3238,0.90617,-0.68753,2.4209,-0.66798,3046826,2021-05-02 14:22:27:16028,Walking
3.7865,-13.974,-1.7298,1.5744,-4.4807,-0.66006,0.25381,1.2636,-0.26389,3046827,2021-05-02 14:22:27:16029,Walking
3.514,-14.233,-3.4459,1.2752,-4.7748,-2.1436,-0.60292,-0.85521,-0.25901,3046828,2021-05-02 14:22:27:16030,Walking
1.1305,-13.607,-3.0918,-0.94743,-4.1259,-1.6895,-1.8839,-1.616,0.0281,3046829,2021-05-02 14:22:27:16031,Walking
-2.7377,-12.708,0.89894,-4.394,-3.1419,-0.12623,-2.6875,-1.3225,0.31124,3046830,2021-05-02 14:22:27:16032,Walking
0.6674,-11.128,2.3427,-0.5707,-1.441,3.2383,-2.8219,-0.11698,0.4163,3046831,2021-05-02 14:22:27:16033,Walking
1.4846,-12.558,1.8387,0.25375,-2.8508,2.4914,-2.9056,1.222,0.3882,3046832,2021-05-02 14:22:27:16034,Walking
0.89894,-15.745,1.5936,-0.24774,-6.0159,2.0375,-3.4493,-1.0629,0.66523,3046833,2021-05-02 14:22:27:16035,Walking
-0.83084,-16.521,1.7298,-1.6304,-6.7477,1.7891,-2.5873,-3.2095,1.1316,3046834,2021-05-02 14:22:27:16036,Walking
-2.1248,-15.813,0.24517,-2.6763,-6.0222,0.2797,-2.1909,-2.8146,0.78832,3046835,2021-05-02 14:22:27:16037,Walking
-1.8524,-13.648,-1.3212,-2.2132,-3.8484,-1.1938,-2.4685,-3.0546,0.50519,3046836,2021-05-02 14:22:27:16038,Walking
